,Unnamed: 0,incident_id,title,short_desc,date,location,tags,lat,lng
2573,2573,incident_10324, CST - Touching and Groping ," Happens in the crowded trains, mainly on bridges  
						  More Information »
« Less Information
",2016-11-09 17:54:00,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Touching /Groping,18.9448695,72.8336721
2574,2574,incident_10436, Harrasment ," I was travelling by the metro at Kashmiri Gate, was going upstairs,,there a man came and touchedon my upper body,,and was not able recognisewho...  
						  More Information »
« Less Information
",2016-11-09 11:00:00,ANY,Ogling/Facial Expressions/Staring,40.2957455,-111.7272173
2575,2575,incident_10313," Staring/ogling, Touching "," Groping, Staring  
						  More Information »
« Less Information
",2016-11-09 11:00:00,"Kurla Railway Station, Garoth, Madhya Pradesh 458880",Touching /Groping,24.2788706,75.68439819999999
2576,2576,incident_10182," Staring, Touching "," I was being stared oddly & other day was being touched by elbow.  
						  More Information »
« Less Information
",2016-11-09 10:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2577,2577,incident_10269, Staring Continuously ," Sometimes its safe and sometimes it isn't and the reason is crowd only. It happens with her almost every second day  
						  More Information »
« Less Information
",2016-11-08 20:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2578,2578,incident_10134, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-08 18:25:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2579,2579,incident_10221, CST station- staring and touching ," Staring and touching  
						  More Information »
« Less Information
",2016-11-08 09:00:00,CST station,Touching /Groping,37.0333842,-94.5176536
2580,2580,incident_10333, Staring/ogling ," Staring continuously  
						  More Information »
« Less Information
",2016-11-08 02:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2581,2581,incident_10080, kurla station- catcalls/ whistles ," NA  
						  More Information »
« Less Information
",2016-11-07 10:43:00,kurla station,Catcalls/Whistles,19.0655986,72.8791535
2582,2582,incident_10352, Whistling ," My friend was harassed with whistles by a man.  
						  More Information »
« Less Information
",2016-11-06 17:00:00,"Kumbharwada, Kumbhar Wada, Dharavi, Mumbai, Maharashtra 400019",Catcalls/Whistles,19.0390894,72.8547778
2583,2583,incident_10718, Stalking ," A person/stranger was following a girl on the skywalk  
						  More Information »
« Less Information
",2016-11-06 03:00:00,"Agarkar Chowk, Andheri East, Mumbai, Maharashtra 400053, India",Stalking,19.119239,72.84819100000001
2584,2584,incident_10358, Small incidents ," Nothing much happened, but still security is a concern  
						  More Information »
« Less Information
",2016-11-05 20:00:00,"Churchgate, Mumbai, Maharashtra, India",Stalking,18.9322453,72.8264378
2585,2585,incident_10543, Commenting ," comments passed at me and my group nearby the ticket counter.  
						  More Information »
« Less Information
",2016-11-05 13:00:00,"vasai Station Bridge, Samarth Krupa Nagar, Vasai West, Vasai, Maharashtra 401202, India",Commenting,19.3826603,72.8321546
2586,2586,incident_10083, Kurla station- touching breast/groping ," NA  
						  More Information »
« Less Information
",2016-11-05 13:00:00,kurla station,Touching /Groping,19.0655986,72.8791535
2587,2587,incident_10145, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-05 08:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2588,2588,incident_10885, Sexual harassment ," A woman was thrown out of the house with her baby without food for two weeks. She depended on passersby for her and baby feeding. She was being...  
						  More Information »
« Less Information
",2016-11-04 21:00:00,"Alausa, Ojodu, Nigeria",Commenting,6.6211078,3.3609343
2589,2589,incident_10880, Sexual assault/rape ," My sister's friend was attacked and raped on her way home from her friend's house near Balnawa Hotel bus stop. She was afraid to report to the...  
						  More Information »
« Less Information
",2016-11-04 20:00:00,"Kaduna, Nigeria",Rape / Sexual Assault,10.5104642,7.4165053
2590,2590,incident_10320, CST - Touching and Groping ," Incident happened inside the train  
						  More Information »
« Less Information
",2016-11-04 17:00:00,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Catcalls/Whistles,18.9448695,72.8336721
2591,2591,incident_10884, Sexual invite ," : I was job hunting and this man promise to get me a job, so i gave him my phone number because he asked. He called me the following day to...  
						  More Information »
« Less Information
",2016-11-04 12:00:00,"Oshodi-Isolo, Lagos, Nigeria",Sexual Invites,6.531260899999999,3.3245859
2592,2592,incident_10160, Catcall and Stalking ," A man approached me from another direction and said something to me when he got very clear (I had headphones in and didn't hear but he said,...  
						  More Information »
« Less Information
",2016-11-04 11:00:00,"Morningside Heights, New York, NY, USA",Ogling/Facial Expressions/Staring,40.8105443,-73.9620581
2593,2593,incident_10159, Catcall and Stalking ," A man approached me from another direction and said something to me when he got very clear (I had headphones in and didn't hear but he said,...  
						  More Information »
« Less Information
",2016-11-04 11:00:00,"Morningside Heights, New York, NY, USA",Ogling/Facial Expressions/Staring,40.8105443,-73.9620581
2594,2594,incident_10184, Taking pictures & passing comments ," Taking picture & commenting  
						  More Information »
« Less Information
",2016-11-03 22:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Taking pictures,19.0180718,72.843418
2595,2595,incident_10218," Kissing, Holding-Groping "," Pulled me & hold me, kissing, groping  
						  More Information »
« Less Information
",2016-11-03 20:00:00,"Alisha, West Bengal 713103, India",Touching /Groping,23.2209023,87.890565
2596,2596,incident_10188," Ogling, Groping "," Staring & groping  
						  More Information »
« Less Information
",2016-11-03 16:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2597,2597,incident_10191," Groping, Ogling, Whistling "," Groping, Ogling, Whistling  
						  More Information »
« Less Information
",2016-11-03 15:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2598,2598,incident_10124, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-03 14:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Commenting,19.0655986,72.8791535
2599,2599,incident_10360, During the journey ," indescent exposure, totally naked man in a ladies compartment. He stripped inside the compartment.  
						  More Information »
« Less Information
",2016-11-03 13:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2600,2600,incident_10089, Kurla station- commenting ," While boarding the train there were was a person who was passing cheap comments  
						  More Information »
« Less Information
",2016-11-03 09:00:00,Kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2601,2601,incident_10217, Touching/Groping ," Groping, Pulled dupatta  
						  More Information »
« Less Information
",2016-11-02 22:00:00,"Dadar, Lokmanya Tilak Colony, Dadar East, Mumbai, Maharashtra 400013, India",Touching /Groping,19.0180245,72.84490140000001
2602,2602,incident_10178, Touching/Groping ," Pinched my butt.  
						  More Information »
« Less Information
",2016-11-02 21:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Touching /Groping,19.0180718,72.843418
2603,2603,incident_10332, Staring/ogling ," Staring continuously  
						  More Information »
« Less Information
",2016-11-02 20:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2604,2604,incident_10316," Staring/ogling, Touching "," Staring/ogling, Touching, indecent exposure  
						  More Information »
« Less Information
",2016-11-02 20:00:00,"Govandi, Govandi Station Over Bridge, Tata Nagar, Govandi East, Mumbai, Maharashtra 400088, India",Ogling/Facial Expressions/Staring,19.0558186,72.9143581
2605,2605,incident_10099, Kurla station- groped waist ," Na  
						  More Information »
« Less Information
",2016-11-02 20:00:00,Kurla station,Touching /Groping,19.0655986,72.8791535
2606,2606,incident_10132, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-02 18:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2607,2607,incident_10146, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-02 17:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2608,2608,incident_10190," Ogling, Catcalls "," Staring, catcalls  
						  More Information »
« Less Information
",2016-11-02 16:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2609,2609,incident_10201," Misbehave, Touching "," Touching  
						  More Information »
« Less Information
",2016-11-02 11:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2610,2610,incident_10173," Touching, Commenting "," People passing comments  
						  More Information »
« Less Information
",2016-11-02 11:00:00,"Dadar, Lokmanya Tilak Colony, Dadar East, Mumbai, Maharashtra 400013, India",Commenting,19.0180245,72.84490140000001
2611,2611,incident_10198, Touching/Groping ," Sexual Invites, Touching/Groping,Ogling  
						  More Information »
« Less Information
",2016-11-01 21:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2612,2612,incident_10180, Staring & Commenting ," Ogling/Facial Expressions, Commenting  
						  More Information »
« Less Information
",2016-11-01 18:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2613,2613,incident_10113, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-01 18:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2614,2614,incident_10147, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-01 16:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Catcalls/Whistles,19.0655986,72.8791535
2615,2615,incident_10216," Staring, Touching "," Staring, Touching  
						  More Information »
« Less Information
",2016-11-01 12:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2616,2616,incident_10207," Ogling, Groping "," Ogling, Groping, Sexual Invites  
						  More Information »
« Less Information
",2016-11-01 11:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2617,2617,incident_10197," Touching/Groping, Commenting, Ogling "," Touching/Groping, Commenting, Ogling, Sexual Invites  
						  More Information »
« Less Information
",2016-11-01 11:00:00,"Dadar Railway Station, Dadar, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180718,72.843418
2618,2618,incident_10542, Staring any lady passes by ," Not just one, but this guy stares at absolutely any lady that goes past him, front and back.  
						  More Information »
« Less Information
",2016-11-01 10:00:00,"Kurla Bus Station East, Nehru Nagar, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0640503,72.8802736
2619,2619,incident_10256, CST - Arguments ," She sometimes feels unsafe. Once she was traveling to CST from Sewri in ladies coach and during a fight they got physical and started harassing...  
						  More Information »
« Less Information
",2016-11-01 10:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Others,18.9410376,72.83312169999999
2620,2620,incident_10128, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-11-01 06:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Stalking,19.0655986,72.8791535
2621,2621,incident_10234, CST station- elbowing ," Elbowing  
						  More Information »
« Less Information
",2016-10-31 23:00:00,CST station,Touching /Groping,37.0333842,-94.5176536
2622,2622,incident_10641, Catcalls/Commenting ," I was going to work one afternoon and walking down the road near Maharaja Signal. I saw a group of many men around 10-15 men in this area. They...  
						  More Information »
« Less Information
",2016-10-31 17:47:00,"Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",Catcalls/Whistles,12.9314583,77.6299858
2623,2623,incident_10222, CST station- staring and commenting ," Staring and commenting  
						  More Information »
« Less Information
",2016-10-29 17:00:00,CST station,Commenting,37.0333842,-94.5176536
2624,2624,incident_10562, Molestation and passing comments ," Comments were madeon on me when I was walking towards the Depot  
						  More Information »
« Less Information
",2016-10-29 16:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Commenting,19.0655986,72.8791535
2625,2625,incident_10757, sexual invites ," I was coming back to my flat from my job in greater noida ,two boys followed my auto and were saying ""How much do I charge for one night.""  
						  More Information »
« Less Information
",2016-10-28 22:00:00,"Pari Chowk, NRI City, Knowledge Park I, Noida, Uttar Pradesh 201310, India",Sexual Invites,28.4650867,77.51097399999999
2626,2626,incident_10756, forced ," I was made to touch his organ forcefully. This was very very bad for me. Even if I resisted he didn't stop.  
						  More Information »
« Less Information
",2016-10-28 22:00:00,"57, Sultanpur - Korari Rd, Civil Lines, Kanpur, Uttar Pradesh 208001, India",Indecent exposure,26.4725018,80.35320120000002
2627,2627,incident_10779, Stalking ," A friend of mine was going for a walk near the Northern ridge area and somebody started following her. She felt uncomfortable and started running...  
						  More Information »
« Less Information
",2016-10-28 19:00:00,"Kamla Nehru Ridge, Civil Lines, Delhi, India",Stalking,28.6848763,77.21608499999999
2628,2628,incident_10778, stalking ," A friend of mine was going for a walk near Northern Ridge and somebody started following her. She felt uncomfortable and started running and...  
						  More Information »
« Less Information
",2016-10-28 19:00:00,"Kamla Nehru Ridge, Civil Lines, Delhi, India",Stalking,28.6848763,77.21608499999999
2629,2629,incident_10769, sexually abused ," a friend of mine was sexually abused as a 12 year old child,by her swimming instructor for over two months. She did not realize the gravity...  
						  More Information »
« Less Information
",2016-10-28 18:00:00,"Sharma Nagar, Meerut, Uttar Pradesh, India",Others,28.9880591,77.7205336
2630,2630,incident_10753, commenting ," taking pictures and commenting rude behaviour ,catcalls  
						  More Information »
« Less Information
",2016-10-28 18:00:00,"Teen Murti Marg Area, New Delhi, Delhi 110011, India",Catcalls/Whistles,28.6032325,77.20171189999999
2631,2631,incident_10819, Harassment ," A guy in my college used to stalk me everywhere. He intentionally blocked my path in the college when no one was college, Suddenly my friend...  
						  More Information »
« Less Information
",2016-10-28 17:00:00,"University Enclave, New Delhi, Delhi 110007, India",Stalking,28.687193,77.210336
2632,2632,incident_10737, followed ," while going tutions one boy always followed me and asked me HOW ARE YOU  
						  More Information »
« Less Information
",2016-10-28 17:00:00,"Shyam Nagar, Palwal, Haryana 121102, India",Commenting,28.1482612,77.33316040000001
2633,2633,incident_10474, Harrasment ," Eve Teasing  
						  More Information »
« Less Information
",2016-10-28 17:00:00,"Sector 14, Gurgaon",Ogling/Facial Expressions/Staring,28.4710811,77.0454144
2634,2634,incident_10739, harrassment ," It happened to one of my friend ,her tution teacher harrased her for a long time  
						  More Information »
« Less Information
",2016-10-28 14:00:00,"Nalbari, Assam, India",Commenting,26.4446185,91.4410527
2635,2635,incident_10788, Public transport ," Inappropriate touches in public transport like metro  
						  More Information »
« Less Information
",2016-10-28 13:00:00,"Thana Mangolpuri Bus Stand, Block D, Mangolpuri, Delhi, 110083, India",Ogling/Facial Expressions/Staring,28.696554,77.091651
2636,2636,incident_10482, Report ," a guy unbuttoned his pant and tried to show his private parts tpo the group of girls  
						  More Information »
« Less Information
",2016-10-27 20:50:00,"Mayapuri Chowk Flyover, New Delhi, Delhi, India",Ogling/Facial Expressions/Staring,28.6367839,77.1303567
2637,2637,incident_10259, CST - Touching and Groping ," She works as HR and during night journeys she feels unsafe.  
						  More Information »
« Less Information
",2016-10-27 19:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Touching /Groping,18.9410376,72.83312169999999
2638,2638,incident_10848, Cheap Catcalling ," In bus, a guy tried to touch me and  in some area around, a group of boys were singing cheap songs.  
						  More Information »
« Less Information
",2016-10-26 14:00:00,"Swami Vivekanand Rd, Irla, Vile Parle, Mumbai, Maharashtra 400056, India",Stalking,19.1083466,72.8404982
2639,2639,incident_10418, harassment ," going back home from the market, two boys in bikes started following me.  
						  More Information »
« Less Information
",2016-10-25 19:00:00,"Sector 9, Faridabad, Haryana, India",Catcalls/Whistles,28.3766124,77.3319854
2640,2640,incident_10215," Staring, Touching "," Staring, Touching  
						  More Information »
« Less Information
",2016-10-25 18:00:00,"Dadar, Lokmanya Tilak Colony, Dadar East, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,19.0180245,72.84490140000001
2641,2641,incident_10102, Kurla station- groped butt ," NA  
						  More Information »
« Less Information
",2016-10-24 20:00:00,Kurla station,Touching /Groping,19.0655986,72.8791535
2642,2642,incident_10157, Kurla station- staring/ comments ," While coming out from station, at the exit of station a group of boys were passing comments and staring continously.  
						  More Information »
« Less Information
",2016-10-24 19:00:00,kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2643,2643,incident_10116, Kurla station- ogling/ facial expressions ," NA  
						  More Information »
« Less Information
",2016-10-23 22:00:00,Kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2644,2644,incident_10866, Staring Inappropriately ," A guy was staring continuously at me.  
						  More Information »
« Less Information
",2016-10-22 22:00:00,"Old Agra Road, Lal Bahadur Shastri Marg, Wadia Colony, Sakinaka, Mumbai, Maharashtra 400070, India",Stalking,19.079235,72.879826
2645,2645,incident_10864, Touching ," The person travelling with me in the share auto tried to touch me.  
						  More Information »
« Less Information
",2016-10-21 15:35:00,"Ganga Chhaya Building, Station Rd, Chandan nagar, Bhayandar East, Mira Bhayandar, Maharashtra 401105, India",Touching /Groping,19.3119307,72.8533358
2646,2646,incident_10620, street market sexual harassment report ," This survey is carried out by safecity (Red Dot Foundation) along with its safecity audit at street market in Mumbai.  
						  More Information »
« Less Information
",2016-10-21 13:00:00,"Radha Narayan Building, Radha Narayan, Waterfield Road, Bandra West, Mumbai, Maharashtra 400050, India",Catcalls/Whistles,19.0635401,72.834262
2647,2647,incident_10095, Kurla station- catcalls/ whistling ," NA  
						  More Information »
« Less Information
",2016-10-20 09:00:00,Kurla station,Catcalls/Whistles,19.0655986,72.8791535
2648,2648,incident_10267, CST - Ogling/ Facial expressions ," She is a working woman. The main reason she feels safe because its over crowded.  
						  More Information »
« Less Information
",2016-10-19 19:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2649,2649,incident_10137, Kurla Station ," NA  
						  More Information »
« Less Information
",2016-10-19 19:00:00,"Kurla Junction, Station Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400024, India",Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2650,2650,incident_10295," Touching/groping, Ogling "," Physically harassed & sexual invites.  
						  More Information »
« Less Information
",2016-10-19 14:00:00,"Thane Station, TMT Reserved Flyover SATIS, Thane West, Jambli Naka, Thane, Maharashtra 400601, India",Ogling/Facial Expressions/Staring,19.1867634,72.9772304
2651,2651,incident_10092, Kurla station- touching/groping ," While climbing the stairs a person touched my butt and felt my back.  
						  More Information »
« Less Information
",2016-10-19 08:00:00,kurla station,Touching /Groping,19.0655986,72.8791535
2652,2652,incident_10835, Eve-Teasing ," More like eve-teasing. Nothing to a very great extent but two guys tried to follow me on my way back home and behaved indecently.  
						  More Information »
« Less Information
",2016-10-18 18:30:00,"Kailash Plaza, SAB TV Rd, Laxmi Industrial Estate, Suresh Nagar, Andheri West, Mumbai, Maharashtra 400102, India",Ogling/Facial Expressions/Staring,19.135954,72.82939999999999
2653,2653,incident_10153, kurla station- touching/ groping ," NA  
						  More Information »
« Less Information
",2016-10-18 15:00:00,kurla station,Touching /Groping,19.0655986,72.8791535
2654,2654,incident_10826, Photographs ," Our group of friends visited the a Water Park and a group of boys started following us,passing comments as well as taking photographs  
						  More Information »
« Less Information
",2016-10-18 14:00:00,"Pandurang Balaji Bagava Marg, Shastri Nagar, Adarsh Nagar, Lower Parel, Mumbai, Maharashtra 400013, India",Ogling/Facial Expressions/Staring,18.9870704,72.83079950000001
2655,2655,incident_10322, CST - Ogling ," Feels safe at the station because there is safe atmosphere generally  
						  More Information »
« Less Information
",2016-10-17 21:00:00,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9448695,72.8336721
2656,2656,incident_10891, Rape ," My friends and I went to have fun at the African shrine but some guys started touching and harassing us. I ran outside but we were followed....  
						  More Information »
« Less Information
",2016-10-17 20:00:00,"New Revelation Baptist Church, Ashabi Cole Street, Agidingbi Bus Stop, Agidingbi Grammar School, Ikeja Lagos,, Lateef Jakande Rd, Ikeja, Nigeria",Rape / Sexual Assault,6.625353,3.353499
2657,2657,incident_10314, CST - Ogling ," Staring  
						  More Information »
« Less Information
",2016-10-17 19:00:00,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9448695,72.8336721
2658,2658,incident_10422, harassment ," happened in the bus from hauz khas metro station  
						  More Information »
« Less Information
",2016-10-17 13:00:00,"Safdarjung Development Area, Hauz Khas, New Delhi, Delhi 110016, India",Ogling/Facial Expressions/Staring,28.5506847,77.2005212
2659,2659,incident_10628, street market sexual harassment report ," This survey is carried out by safecity (Red Dot Foundation) along with its safecity audit at street market in Mumbai.  
						  More Information »
« Less Information
",2016-10-17 12:00:00,"Khar West, Mumbai, Maharashtra, India",Ogling/Facial Expressions/Staring,19.0699819,72.8338084
2660,2660,incident_10634, street market sexual harassment report ," This survey is carried out by safecity (Red Dot Foundation) along with its safecity audit at street market in Mumbai.  
						  More Information »
« Less Information
",2016-10-16 17:00:00,"Khar West, Mumbai, Maharashtra, India",Ogling/Facial Expressions/Staring,19.0699819,72.8338084
2661,2661,incident_10553, Touched uncomfortably ," I was in 10th and was returning from school when my neigbour who's like my uncle held my hand near colony rooms and just started telling me...  
						  More Information »
« Less Information
",2016-10-16 15:00:00,"King's Cir Flyover, Parsee Colony, Matunga, Mumbai, Maharashtra 400014, India",Ogling/Facial Expressions/Staring,19.0220524,72.8510216
2662,2662,incident_10100, Kurla station- ," NA  
						  More Information »
« Less Information
",2016-10-16 15:00:00,kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2663,2663,incident_10947, Rape ," During the night the girl had entered the house and raped the girl  
						  More Information »
« Less Information
",2016-10-15 23:55:00,"36, Keshav Nagar Rd, Bindu Park Society, Keshav Nagar, Ahmedabad, Gujarat 380027, India",Taking pictures,23.065909,72.5855821
2664,2664,incident_10682, street market sexual harassment report ," THIS SURVEY IS CARRIED BY SAFECITY (RED DOT FOUNDATION) ALONG WITH ITS SAFETY AUDIT AT STREET MARKETS IN MUMBAI.  
						  More Information »
« Less Information
",2016-10-15 18:00:00,"Dadar, Lokmanya Tilak Colony, Dadar East, Mumbai, Maharashtra 400013, India",Catcalls/Whistles,19.0180245,72.84490140000001
2665,2665,incident_10103, Kurla station- groping ," NA  
						  More Information »
« Less Information
",2016-10-15 16:00:00,Kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2666,2666,incident_10311," Staring/ogling, Touching "," Touching, Ogling  
						  More Information »
« Less Information
",2016-10-14 21:00:00,"Old Station Rd, Forest Colony, Panvel, Navi Mumbai, Maharashtra 410206, India",Ogling/Facial Expressions/Staring,18.9902839,73.1186905
2667,2667,incident_10859, Touching ," I was leaving for Banglore , running late, before I could get down from the cab, the driver tried touching my thighs. 

It took place near VT...  
						  More Information »
« Less Information
",2016-10-13 21:00:00,"Chhatrapati Shivaji Terminus, Fort, Mumbai, Maharashtra 400001, India",Touching /Groping,18.9410376,72.83312169999999
2668,2668,incident_10018, TOUCHING/GROPING ," groped me in a crowded bus  
						  More Information »
« Less Information
",2016-10-13 18:00:00,"Vodyanagar, Shyamali Colony, Doranda, Ranchi, Jharkhand, India",Touching /Groping,23.3437657,85.3149142
2669,2669,incident_10391, Harassment ," I witnessed a 9 year old girl getting winked at by a 22 year old.  
						  More Information »
« Less Information
",2016-10-13 11:00:00,"Govind Puri, Ma Anandmayee Marg, NSIC Estate, Balaji Estate, Kalkaji, New Delhi, Delhi 110019, India",Taking pictures,28.5444134,77.2642583
2670,2670,incident_10400, Harassment ," A man started stalking me.  
						  More Information »
« Less Information
",2016-10-13 10:00:00,"Seelampur, Shahdara, Delhi, India",Stalking,28.6640177,77.2711667
2671,2671,incident_10294," Staring/ogling, Touching "," Making facial expressions & staring continuously in an awkward way. Also face physical harassment.  
						  More Information »
« Less Information
",2016-10-13 09:00:00,"Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9448695,72.8336721
2672,2672,incident_10527, Touched at the railway station ," While getting off from the train at the station, a man had taken the crowd as an advantage and touched me, although when I turned around I couldn't...  
						  More Information »
« Less Information
",2016-10-12 21:00:00,"Govandi, Govandi Station Over Bridge, Tata Nagar, Govandi East, Mumbai, Maharashtra 400088, India",Touching /Groping,19.0558186,72.9143581
2673,2673,incident_10911, Groping ," I was on a scooty (alone) when two boys on a motorbike groped me. They started laughing when I screamed and drove as fast as they could. I was...  
						  More Information »
« Less Information
",2016-10-12 20:00:00,"Aisha Apartment, Ganga Canal Colony, Iqra Colony Colony, Aligarh, Uttar Pradesh 202001, India",Touching /Groping,27.9077698,78.0796544
2674,2674,incident_10345, CST Report ," ass was pinched  
						  More Information »
« Less Information
",2016-10-12 20:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Touching /Groping,18.9410376,72.83312169999999
2675,2675,incident_10359, Journey in train ," I board a train from Churchgate and there were people passing comments and stalking.  
						  More Information »
« Less Information
",2016-10-12 13:00:00,"Churchgate, Mumbai, Maharashtra, India",Ogling/Facial Expressions/Staring,18.9322453,72.8264378
2676,2676,incident_10834, Touching ," A man tried to touch me when I was walking on the road.  
						  More Information »
« Less Information
",2016-10-11 21:00:00,"saideep apartment, 70, SC Bose Rd, Budhaji Nagar, Kalwa, Thane, Maharashtra 400605, India",Touching /Groping,19.1940372,72.9899702
2677,2677,incident_10374, Harassment ," This boy was drunk and started misbehaving  
						  More Information »
« Less Information
",2016-10-11 16:00:00,"Fortune Fans Geysers, Block G, Uttam Nagar, Delhi, 110059, India",Indecent exposure,28.6209063,77.0611235
2678,2678,incident_10347, CST Report ," NA  
						  More Information »
« Less Information
",2016-10-10 20:00:00,"Chhatrapati Shivaji Terminus, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001, India",Ogling/Facial Expressions/Staring,18.9410376,72.83312169999999
2679,2679,incident_10120," Kurla station- touching, staring "," NA  
						  More Information »
« Less Information
",2016-10-10 19:00:00,Kurla station,Ogling/Facial Expressions/Staring,19.0655986,72.8791535
2680,2680,incident_10430, Harassment ," two guys were following our car and kept on commenting.  
						  More Information »
« Less Information
",2016-10-10 15:00:00,"Block B, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi 110028, India",Ogling/Facial Expressions/Staring,28.632088,77.13629240000002
